Target gene,Percent.Peptide,Amino.Acid.Cut.position,score_drug_gene_rank,score_drug_gene_threshold,predictions,A_18,C_20,C_24,G_18,G_24,G_28,T_22,T_23,T_24,AC_21,GA_24,GG_20,TG_23,TT_21,TT_23,GGG_26,TGG_25,TTC_22,TTG_24,TTT_22,GTGG_24,TGGG_25,TTTG_23,GC_Count,A_Count,G_Count
NF1,88.69,2518,0.452445652,0,0.3694980129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,9
MED12,76.34,1662,0.284632035,0,0.3997216834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,6,7
MED12,76.34,1662,0.274891775,0,0.3997216834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,6,7
CD15,28.68,152,0.692307692,0,0.5845991161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,7,10
CD43,12.66,50,0.036231884,0,0.4681461488,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,9
NF2,23.03,137,0.847533632,1,0.6084491372,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,11
MED12,9.74,212,0.798701299,0,0.5391090704,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,5,14
MED12,9.74,212,0.783549784,0,0.5391090704,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,5,14
TADA2B,20.48,86,0.3,0,0.4237968038,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,7,10
CD13,60.91,589,0.749450549,0,0.4993183051,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16,5,10
CD15,29.25,155,0.501831502,0,0.4708026475,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,2,13
H2-K,81.57,301,0.372781065,0,0.5073890514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,6,14
MED12,45.43,989,0.19047619,0,0.2771257395,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,11,8
MED12,45.43,989,0.126623377,0,0.2771257395,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,11,8
NF1,26,738,0.597826087,0,0.4027198145,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,9,4
CD5,56.07,277,0.945606695,1,0.5515445572,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,5,9
H2-K,60.43,223,0.656804734,0,0.598184156,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,10
CD43,65.32,258,0.210144928,0,0.4377520609,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,17,2,11
MED12,48.64,1059,0.350649351,0,0.4686939404,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,8,9
MED12,48.64,1059,0.317099567,0,0.4686939404,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,8,9
MED12,0.69,15,0.022727273,0,0.0839731126,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,3,13
MED12,0.69,15,0.027056277,0,0.0839731126,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,3,13
CD15,46.98,249,0.080586081,0,0.2878626241,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,3,17
CCDC101,74.74,219,0.181208054,0,0.4774471435,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,10
MED12,81.35,1771,0.133116883,0,0.3498404663,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,10,8
MED12,81.35,1771,0.149350649,0,0.3498404663,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,10,8
HPRT1,30.28,66,0.96875,1,0.6564824214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7
CD15,48.11,255,0.278388278,0,0.4306530758,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,10
TADA2B,37.38,157,0.678947368,0,0.706336915,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,21,2,9
CD15,72.45,384,0.989010989,1,0.5777453143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,8
MED12,0.83,18,0.191558442,0,0.1869110189,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,3,13
MED12,0.83,18,0.117965368,0,0.1869110189,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,3,13
CD15,45.28,240,0.992673993,1,0.5827489168,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,2,15
CD15,53.58,284,0.197802198,0,0.372422871,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,17
CCDC101,57.68,169,0.288590604,0,0.402679493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,4,16
CUL3,82.68,635,0.948051948,1,0.587916119,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,17,6,7
HPRT1,31.65,69,1,1,0.6421437198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,11
CD13,51.09,494,0.752747253,0,0.6489070495,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,7
NF1,63.47,1802,0.883152174,1,0.5332377595,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,5,11
MED12,48.78,1062,0.862554113,1,0.5694452121,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,9
MED12,48.78,1062,0.863636364,1,0.5694452121,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,9
CD5,47.98,237,0.221757322,0,0.5907341658,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,5,9
MED12,10.38,226,0.125541126,0,0.5930097276,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,5,11
MED12,10.38,226,0.107142857,0,0.5930097276,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,5,11
NF1,64.85,1841,0.827445652,1,0.6251594111,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,12
CD15,28.3,150,0.56043956,0,0.3560873058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,14
TADA2B,82.14,345,0.215789474,0,0.2974895412,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,5,7
CD15,24.72,131,0.263736264,0,0.4556414917,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,11
MED12,0.6,13,0.481601732,0,0.3553828437,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,2,12
MED12,0.6,13,0.427489177,0,0.3553828437,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,2,12
CD15,92.26,489,0.886446886,1,0.4725407794,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,4,8
NF1,63.9,1814,0.707880435,0,0.5730556934,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,7
CUL3,2.08,16,0.409090909,0,0.6028063161,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,9,11
CD13,36.81,356,0.831868132,1,0.7529618762,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,7,11
MED12,79.38,1728,0.74025974,0,0.5014496065,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,22,2,16
MED12,79.38,1728,0.732683983,0,0.5014496065,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,22,2,16
MED12,78.14,1701,0.183982684,0,0.3423126105,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,5,8
MED12,78.14,1701,0.164502165,0,0.3423126105,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,5,8
TADA2B,78.33,329,0.073684211,0,0.2419338993,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,18,1,6
CD33,55.49,202,0.939393939,1,0.6299782365,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,1,16
H2-K,10.03,37,0.00591716,0,0.1865316709,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25,2,11
MED12,47.54,1035,0.283549784,0,0.5631562384,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,4,10
MED12,47.54,1035,0.323593074,0,0.5631562384,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,4,10
CD13,30.71,297,0.654945055,0,0.6007697853,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,9,5
MED12,70.14,1527,0.094155844,0,0.3387894635,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,14,5,8
MED12,70.14,1527,0.062770563,0,0.3387894635,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,14,5,8
CD5,47.37,234,0.384937238,0,0.5236240482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,5,10
MED12,1.19,26,0.574675325,0,0.5114265036,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,8
MED12,1.19,26,0.714285714,0,0.5114265036,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,8
CD13,43.33,419,0.428571429,0,0.5848438589,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,9
CD33,26.65,97,0.41991342,0,0.6264285111,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,8
NF1,44.8,1272,0.686141304,0,0.6388664095,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,6,11
NF1,23.28,661,0.307065217,0,0.3728639648,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,9,11
NF1,38.46,1092,0.604619565,0,0.6556939121,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15,9,12
CD45,85.13,962,0.768953069,0,0.5616395904,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,8,8
TADA1,75.22,252,0.137614679,0,0.2653386745,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,5,10
TADA2B,81.43,342,0.463157895,0,0.5734554648,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,11
CD15,47.55,252,0.340659341,0,0.4027723727,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,14
CD15,66.23,351,0.443223443,0,0.4450107222,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,8
MED12,60.27,1312,0.636363636,0,0.5884748117,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,19,5,8
MED12,60.27,1312,0.633116883,0,0.5884748117,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,19,5,8
CD15,53.02,281,0.326007326,0,0.2907375439,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,2,17
CD5,37.85,187,0.589958159,0,0.5452086874,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,4,12
CUL3,89.45,687,0.032467532,0,0.289062357,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6
CUL3,0.26,2,0.214285714,0,0.5352472807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,4,8
TADA2B,71.67,301,0.6,0,0.5391864584,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,11,10
CD28,31.19,68,0.445945946,0,0.5561878728,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,11
TADA2B,16.19,68,0.715789474,0,0.5224558185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,8
NF1,65.27,1853,0.764945652,0,0.559652061,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,8,9
NF1,58.05,1648,0.713315217,0,0.6002478239,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,8,10
CD15,81.7,433,0.168498168,0,0.5690784764,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,2,13
MED12,71.38,1554,0.867965368,1,0.6478039251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,9
MED12,71.38,1554,0.78030303,0,0.6478039251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,9
TADA2B,59.76,251,0.194736842,0,0.4649221983,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,3,7
MED12,61.92,1348,0.066017316,0,0.5428116445,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9
MED12,61.92,1348,0.042207792,0,0.5428116445,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9
CD5,60.12,297,0.317991632,0,0.6658051776,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,8,11
TADA2B,8.33,35,0.426315789,0,0.5558028181,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,12
CD15,47.55,252,0.556776557,0,0.3910656851,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,15
MED12,87.97,1915,0.232683983,0,0.4233709139,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,7
MED12,87.97,1915,0.241341991,0,0.4233709139,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,7
CD15,27.55,146,0.043956044,0,0.1469127747,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,19
H2-K,20.33,75,0.970414201,1,0.5956315352,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,18
CD15,51.13,271,0.659340659,0,0.7697823136,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12
CD15,37.55,199,0.194139194,0,0.5252374253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,11
CD5,54.05,267,0.414225941,0,0.5430136608,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,7
MED12,44.28,964,0.558441558,0,0.6446235742,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,9
MED12,44.28,964,0.522727273,0,0.6446235742,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,9
MED12,65.55,1427,0.875541126,1,0.708517876,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,3,12
MED12,65.55,1427,0.888528139,1,0.708517876,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,3,12
MED12,61.6,1341,0.007575758,0,0.3653265658,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,12
MED12,61.6,1341,0.032467532,0,0.3653265658,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,12
CD15,26.42,140,0.007326007,0,0.2227194391,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,1,20
TADA2B,10,42,0.905263158,1,0.5040223431,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,15
CCDC101,1.37,4,0.241610738,0,0.6533639976,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,11
THY1,45.06,73,0.080645161,0,0.4625757566,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,4,14
TADA2B,14.76,62,0.721052632,0,0.5955753141,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,13
CD15,64.72,343,0.864468864,1,0.4906635615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,17
TADA2B,0.71,3,0.510526316,0,0.3264466639,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,22,6,18
TADA2B,35.24,148,0.184210526,0,0.4203473124,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,3,17
CD15,27.74,147,0.36996337,0,0.3806909061,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,18
CD28,97.25,212,0.256756757,0,0.37820332,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,6,12
CCDC101,82.25,241,0.315436242,0,0.4009969538,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,15
MED12,54.11,1178,0.979437229,1,0.6657477682,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,8,13
MED12,54.11,1178,0.975108225,1,0.6657477682,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,8,13
CD13,55.53,537,0.969230769,1,0.6520325833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,10
MED12,34.82,758,0.838744589,1,0.6050822799,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,3,13
MED12,34.82,758,0.761904762,0,0.6050822799,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,3,13
MED12,99.72,2171,0.181818182,0,0.2038291519,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,14,7,9
MED12,99.72,2171,0.16017316,0,0.2038291519,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,14,7,9
H2-K,52.57,194,0.153846154,0,0.337593021,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,4,8
MED12,68.49,1491,0.75,0,0.5886156681,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,11
MED12,68.49,1491,0.743506494,0,0.5886156681,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,11
NF1,46.25,1313,0.769021739,0,0.667748291,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,11,7
TADA2B,13.33,56,0.815789474,1,0.5414783406,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,13
MED12,97.98,2133,0.033549784,0,0.100211064,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,4,14
MED12,97.98,2133,0.082251082,0,0.100211064,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,4,14
CD33,2.75,10,0.586580087,0,0.5702329033,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,10
CD33,22.8,83,0.720779221,0,0.7011782163,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,14,9
CD13,13.65,132,0.224175824,0,0.5219032561,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,9,7
MED12,14.15,308,0.80952381,1,0.7102798326,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,7
MED12,14.15,308,0.764069264,0,0.7102798326,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,7
MED12,47.59,1036,0.402597403,0,0.6037518262,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,6
MED12,47.59,1036,0.385281385,0,0.6037518262,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,6
MED12,75.65,1647,0.6504329,0,0.5088949094,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,5,9
MED12,75.65,1647,0.753246753,0,0.5088949094,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,5,9
CUL3,72.01,553,0.623376623,0,0.4457504196,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,15,8,6
NF2,80.5,479,0.004484305,0,0.36737204,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,21,3,13
TADA1,74.33,249,0.504587156,0,0.4441810001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,12
NF2,67.39,401,0.035874439,0,0.0896264445,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,21,1,8
NF2,36.3,216,0.242152466,0,0.6057540763,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,11
CD13,15.41,149,0.441758242,0,0.6163932294,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,10
NF1,88.69,2518,0.457880435,0,0.2879230106,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,4,10
CD13,73.63,712,0.925274725,1,0.6760021117,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,5,7
H2-K,5.42,20,0.786982249,0,0.568164003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,10
CD13,43.54,421,0.901098901,1,0.7288836934,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,9
CD5,29.76,147,0.330543933,0,0.4120966586,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,18
TADA2B,84.52,355,0.552631579,0,0.5615977494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,10
CD15,82.45,437,0.230769231,0,0.4650925351,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,0,15
CD15,83.58,443,0.454212454,0,0.3851454635,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,4,11
CUL3,81.38,625,0.038961039,0,0.2167696963,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,14,7,7
CD13,50.88,492,0.874725275,1,0.6373307545,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,4,9
CD15,60.94,323,0.776556777,0,0.4614770461,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,4,11
TADA2B,15.71,66,0.142105263,0,0.3341477137,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,24,3,14
NF2,98.99,589,0.071748879,0,0.2933701524,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,9,8
CUL3,52.21,401,0.720779221,0,0.728161177,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,10
CD13,8.79,85,0.683516484,0,0.6588607131,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,7
TADA2B,59.29,249,0.731578947,0,0.7146529163,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,11
CD33,48.63,177,0.422077922,0,0.5418514651,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,9,13
CD5,17.81,88,0.845188285,1,0.6007704823,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,6,9
H2-K,45.26,167,0.863905325,1,0.6874957066,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9
CD15,32.26,171,0.684981685,0,0.4164360335,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,11
MED12,62.43,1359,0.944805195,1,0.5932281411,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,8,10
MED12,62.43,1359,0.923160173,1,0.5932281411,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,8,10
CD43,33.67,133,0.942028986,1,0.5449991445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,9
CD43,35.95,142,0.913043478,1,0.5702468474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,8
MED12,60.5,1317,0.458874459,0,0.4108266282,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,5,12
MED12,60.5,1317,0.627705628,0,0.4108266282,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,5,12
