,gene,result,rank,azimuth,crisprpred
1522,MED12,1,0.844155844,0.6425857926,0.2759665344
1525,MED12,0,0.729437229,0.5690845778,0.0825567449
1526,MED12,0,0.662337662,0.5690845778,0.0825565219
1527,MED12,1,0.833333333,0.6963774123,0.279507122
1528,MED12,1,0.803030303,0.6963774123,0.2795067977
1530,MED12,0,0.374458874,0.5265274052,0.0701651761
1531,MED12,0,0.467532468,0.5265274052,0.0701650256
1535,MED12,1,0.831168831,0.7681649825,0.4172474728
1536,MED12,1,0.804112554,0.7681649825,0.4172473406
1540,MED12,0,0.164502165,0.4075948967,0.0684016967
1541,MED12,0,0.193722944,0.4075948967,0.0684015379
1544,MED12,0,0.46969697,0.5111458525,0.1027718268
1545,MED12,0,0.5995671,0.5111458525,0.1027717089
1546,MED12,0,0.154761905,0.3049901171,0.2372217272
1547,MED12,0,0.151515152,0.3049901171,0.2372216804
1553,MED12,0,0.753246753,0.7461912072,0.2387130697
1554,MED12,0,0.798701299,0.7461912072,0.238712889
1562,MED12,0,0.79004329,0.6104361527,0.4429420566
1563,MED12,1,0.847402597,0.6104361527,0.4429419087
1568,MED12,0,0.457792208,0.4660771834,0.0898176192
1569,MED12,0,0.507575758,0.4660771834,0.0898173718
1570,MED12,0,0.687229437,0.6491222894,0.1450179995
1571,MED12,0,0.782467532,0.6491222894,0.145017836
1579,MED12,0,0.746753247,0.6758662948,-0.0159335745
1580,MED12,0,0.731601732,0.6758662948,-0.0159339957
1588,MED12,1,0.83982684,0.5953935229,0.2900157221
1589,MED12,0,0.738095238,0.5953935229,0.2900155143
1591,MED12,1,0.824675325,0.5859723612,0.3477633852
1592,MED12,1,0.80952381,0.5859723612,0.3477632157
1597,MED12,1,0.923160173,0.6224540205,0.2615403304
1598,MED12,1,0.991341991,0.6224540205,0.2615401939
1600,MED12,0,0.312770563,0.4811650208,0.2274457127
1601,MED12,0,0.288961039,0.4811650208,0.2274454954
1604,MED12,0,0.762987013,0.5632762911,0.079596277
1605,MED12,0,0.794372294,0.5632762911,0.0795961432
1607,MED12,1,0.936147186,0.7321985128,0.4315084412
1608,MED12,1,0.928571429,0.7321985128,0.4315083118
1614,MED12,0,0.366883117,0.519049221,0.1335239768
1615,MED12,0,0.37012987,0.519049221,0.1335239265
1617,MED12,0,0.334415584,0.5488914999,0.1244316003
1618,MED12,0,0.514069264,0.5488914999,0.1244313644
1627,MED12,0,0.399350649,0.4987416402,0.0338782053
1628,MED12,0,0.49025974,0.4987416402,0.033877675
1629,MED12,0,0.060606061,0.1494186472,0.1663640629
1630,MED12,0,0.051948052,0.1494186472,0.1663637365
1633,MED12,0,0.257575758,0.4030444989,-0.0034790954
1634,MED12,0,0.264069264,0.4030444989,-0.00347937
1644,MED12,0,0.020562771,0.2388074043,0.1174341575
1645,MED12,0,0.046536797,0.2388074043,0.1174338194
1652,MED12,0,0.121212121,0.5807224242,0.1618694458
1653,MED12,0,0.102813853,0.5807224242,0.1618691313
1656,MED12,1,0.952380952,0.6010121285,0.2959437661
1657,MED12,1,0.95021645,0.6010121285,0.2959434778
1661,MED12,0,0.045454545,0.4131212872,0.0857399671
1662,MED12,0,0.053030303,0.4131212872,0.0857397218
1666,MED12,0,0.015151515,0.0618215815,0.0272314404
1667,MED12,0,0.0995671,0.0618215815,0.0272313112
1668,MED12,0,0.122294372,0.4274139272,0.1503040031
1669,MED12,0,0.086580087,0.4274139272,0.1503039457
1670,MED12,0,0.341991342,0.4151236608,0.3681823856
1671,MED12,0,0.480519481,0.4151236608,0.3681823599
1672,MED12,0,0.676406926,0.6303938443,0.1867321096
1673,MED12,0,0.557359307,0.6303938443,0.1867318978
1675,MED12,1,0.938311688,0.5970235938,0.4995006046
1676,MED12,1,0.924242424,0.5970235938,0.4995005364
1677,MED12,0,0.479437229,0.5040101206,0.1565426991
1678,MED12,0,0.431818182,0.5040101206,0.1565423644
1683,MED12,0,0.316017316,0.4920037593,0.1005981292
1684,MED12,0,0.327922078,0.4920037593,0.100597877
1687,MED12,0,0.213203463,0.374489908,0.0304482294
1688,MED12,0,0.165584416,0.374489908,0.0304478996
1693,MED12,0,0.452380952,0.5822477817,0.179431154
1694,MED12,0,0.632034632,0.5822477817,0.179431008
1695,MED12,0,0.275974026,0.3606186276,-0.0823597758
1696,MED12,0,0.261904762,0.3606186276,-0.0823601541
1699,MED12,0,0.534632035,0.5070582992,0.1769235007
1700,MED12,0,0.456709957,0.5070582992,0.1769234713
1701,MED12,0,0.556277056,0.3227742949,0.0551986779
1702,MED12,0,0.484848485,0.3227742949,0.0551984846
1704,MED12,0,0.428571429,0.4554714026,0.204134782
1705,MED12,0,0.380952381,0.4554714026,0.2041345129
1711,MED12,0,0.451298701,0.4243321182,0.2609276572
1712,MED12,0,0.350649351,0.4243321182,0.2609274185
1719,MED12,1,0.967532468,0.6618666856,0.4167708464
1720,MED12,1,0.980519481,0.6618666856,0.4167708873
1725,MED12,0,0.716450216,0.6243550688,0.3651653676
1726,MED12,0,0.777056277,0.6243550688,0.3651652636
1728,MED12,1,0.94047619,0.5971378323,0.3281126264
1729,MED12,1,0.882034632,0.5971378323,0.3281125826
1733,MED12,0,0.380952381,0.5172927832,0.1795812506
1734,MED12,0,0.391774892,0.5172927832,0.1795810445
1738,MED12,0,0.247835498,0.4913345287,0.3038146394
1739,MED12,0,0.310606061,0.4913345287,0.3038146914
1743,MED12,0,0.545454545,0.4753088636,0.0865082046
1744,MED12,0,0.642857143,0.4753088636,0.0865078567
1750,MED12,0,0.04004329,0.5748697961,0.2006284143
1751,MED12,0,0.057359307,0.5748697961,0.2006281685
1758,MED12,0,0.511904762,0.6016142047,0.1766373724
1759,MED12,0,0.397186147,0.6016142047,0.1766370216
1760,MED12,0,0.038961039,0.1301220272,-0.0435335546
1761,MED12,0,0.014069264,0.1301220272,-0.0435340164
1762,MED12,0,0.242424242,0.5077797325,-0.0376777656
1763,MED12,0,0.215367965,0.5077797325,-0.0376782179
1764,MED12,0,0.560606061,0.476937322,0.0370134729
1765,MED12,0,0.511904762,0.476937322,0.0370131567
1766,MED12,0,0.788961039,0.5579523002,0.1555659028
1767,MED12,0,0.726190476,0.5579523002,0.1555656884
1771,MED12,0,0.300865801,0.2752303848,0.0670095863
1772,MED12,0,0.269480519,0.2752303848,0.0670094458
1778,MED12,0,0.474025974,0.4907282578,0.0007504178
1779,MED12,0,0.505411255,0.4907282578,0.0007503556
1782,MED12,0,0.489177489,0.5691834166,0.2998133993
1783,MED12,0,0.476190476,0.5691834166,0.2998134664
1786,MED12,0,0.411255411,0.4638801811,-0.0213135609
1787,MED12,0,0.359307359,0.4638801811,-0.0213136976
1788,MED12,0,0.544372294,0.4763248521,0.217302532
1789,MED12,0,0.5,0.4763248521,0.2173024193
1798,MED12,1,0.817099567,0.6144851944,0.1541272893
1799,MED12,0,0.796536797,0.6144851944,0.1541269079
1800,MED12,0,0.405844156,0.6400531929,0.0244548532
1801,MED12,0,0.375541126,0.6400531929,0.0244544928
1804,MED12,0,0.416666667,0.3165740227,0.0449716759
1805,MED12,0,0.296536797,0.3165740227,0.0449713948
1815,MED12,1,0.996753247,0.7354849249,0.4693334491
1816,MED12,1,0.992424242,0.7354849249,0.4693334249
1818,MED12,0,0.571428571,0.5433967977,0.1767451282
1819,MED12,0,0.593073593,0.5433967977,0.1767450651
1824,MED12,0,0.308441558,0.5167444565,0.0028641563
1825,MED12,0,0.322510823,0.5167444565,0.0028637681
1828,MED12,0,0.566017316,0.5973100637,0.1047712789
1829,MED12,0,0.57034632,0.5973100637,0.1047710358
1831,MED12,0,0.651515152,0.5815393407,0.3009919147
1832,MED12,0,0.792207792,0.5815393407,0.300991904
1835,MED12,0,0.415584416,0.3801977916,0.1682993318
1836,MED12,0,0.477272727,0.3801977916,0.1682990918
1845,MED12,1,0.925324675,0.6769893233,0.4405534634
1846,MED12,1,0.872294372,0.6769893233,0.4405534356
1850,MED12,0,0.689393939,0.590290622,0.140353358
1851,MED12,0,0.6504329,0.590290622,0.1403531981
1873,MED12,0,0.076839827,0.3206379921,0.0719273908
1874,MED12,0,0.015151515,0.3206379921,0.0719273762
1875,MED12,0,0.586580087,0.5238177659,0.1083993632
1876,MED12,0,0.681818182,0.5238177659,0.1083991368
1879,MED12,0,0.344155844,0.4380745366,0.0793620842
1880,MED12,0,0.369047619,0.4380745366,0.0793618218
1882,MED12,0,0.014069264,0.2186135528,-0.1479372615
1883,MED12,0,0.043290043,0.2186135528,-0.1479372288
1887,MED12,0,0.435064935,0.4741964804,0.1655630077
1888,MED12,0,0.41991342,0.4741964804,0.1655629279
1891,MED12,0,0.135281385,0.4442310338,0.3759768868
1892,MED12,0,0.152597403,0.4442310338,0.3759767349
1896,MED12,0,0.148268398,0.4389797315,0.3144211363
1897,MED12,0,0.271645022,0.4389797315,0.3144210951
1900,MED12,0,0.204545455,0.4968166383,-0.104490043
1901,MED12,0,0.246753247,0.4968166383,-0.1044901701
1905,MED12,0,0.083333333,0.1692635725,-0.1155938431
1906,MED12,0,0.04004329,0.1692635725,-0.1155938556
1916,MED12,0,0.356060606,0.4700088921,0.140954375
1917,MED12,0,0.433982684,0.4700088921,0.1409543424
1918,MED12,0,0.640692641,0.4795292476,0.43877802
1919,MED12,1,0.812770563,0.4795292476,0.4387780469
1922,MED12,0,0.621212121,0.4370672259,0.0879866163
1923,MED12,0,0.544372294,0.4370672259,0.0879863893
1925,MED12,1,0.922077922,0.6861120257,0.2579233613
1926,MED12,1,0.949134199,0.6861120257,0.2579232968
1928,MED12,0,0.758658009,0.6455560482,0.1376146237
1929,MED12,0,0.793290043,0.6455560482,0.1376144356
1935,MED12,1,0.99025974,0.691427404,0.3338007138
1936,MED12,1,0.978354978,0.691427404,0.3338007203
1942,MED12,0,0.243506494,0.4637272314,0.1284024323
1943,MED12,0,0.294372294,0.4637272314,0.1284023724
1944,MED12,1,0.885281385,0.6025535007,0.2478179483
1945,MED12,1,0.807359307,0.6025535007,0.2478178447
1946,MED12,0,0.538961039,0.584773125,0.1367219374
1947,MED12,0,0.494588745,0.584773125,0.136721963
1948,MED12,0,0.633116883,0.6410930317,0.272823369
1949,MED12,0,0.594155844,0.6410930317,0.272823213
1950,MED12,0,0.058441558,0.1957468653,-0.1141893211
1951,MED12,0,0.017316017,0.1957468653,-0.1141896913
1959,MED12,0,0.08008658,0.2847370396,0.0318381242
1960,MED12,0,0.045454545,0.2847370396,0.03183793
1965,MED12,0,0.49025974,0.5133274131,0.1103755569
1966,MED12,0,0.510822511,0.5133274131,0.1103754653
1970,MED12,0,0.05952381,0.5838332219,0.1576738658
1971,MED12,0,0.088744589,0.5838332219,0.1576739996
1976,MED12,0,0.352813853,0.4564614252,0.0882692942
1977,MED12,0,0.324675325,0.4564614252,0.0882692885
1979,MED12,0,0.29004329,0.2876244549,0.0825053237
1980,MED12,0,0.224025974,0.2876244549,0.0825053584
1981,MED12,0,0.721861472,0.5481693635,0.3024227429
1982,MED12,0,0.742424242,0.5481693635,0.3024227669
1985,MED12,1,0.930735931,0.6615441851,0.4667437054
1986,MED12,1,0.927489177,0.6615441851,0.4667436634
1987,MED12,0,0.08982684,0.1507205626,0.0645111084
1988,MED12,0,0.132034632,0.1507205626,0.0645111832
1993,MED12,0,0.698051948,0.5424894645,0.1026621622
1994,MED12,1,0.9004329,0.5424894645,0.1026619512
1995,MED12,0,0.734848485,0.5965529924,0.2283045737
1996,MED12,0,0.707792208,0.5965529924,0.2283046339
1998,MED12,0,0.3495671,0.4205511882,-0.2141090169
1999,MED12,0,0.336580087,0.4205511882,-0.2141089973
2002,MED12,0,0.218614719,0.2724712356,-0.0467827129
2003,MED12,0,0.225108225,0.2724712356,-0.0467826179
2006,MED12,0,0.445887446,0.5280189451,0.1501052368
2007,MED12,0,0.415584416,0.5280189451,0.1501051922
2009,MED12,0,0.62987013,0.7109534885,0.1916064532
2010,MED12,0,0.615800866,0.7109534885,0.1916062758
2015,MED12,1,0.864718615,0.5087105023,0.2848208062
2016,MED12,0,0.778138528,0.5087105023,0.2848207006
2020,MED12,0,0.087662338,0.2527107331,0.0501437462
2021,MED12,0,0.081168831,0.2527107331,0.0501434608
2037,MED12,0,0.376623377,0.511690366,0.1066482875
2038,MED12,0,0.348484848,0.511690366,0.1066482342
2045,MED12,0,0.384199134,0.508738167,0.1077227893
2046,MED12,0,0.367965368,0.508738167,0.1077227473
2058,MED12,0,0.743506494,0.5501634253,0.1712937066
2059,MED12,1,0.824675325,0.5501634253,0.1712938478
2067,MED12,0,0.194805195,0.5671851666,-0.0583264478
2068,MED12,0,0.196969697,0.5671851666,-0.0583263165
2069,MED12,1,0.931818182,0.7669112104,0.3728504197
2070,MED12,1,0.899350649,0.7669112104,0.3728501747
2073,MED12,0,0.652597403,0.5386656932,0.0893558549
2074,MED12,0,0.647186147,0.5386656932,0.0893556278
2075,MED12,0,0.497835498,0.4209952484,-0.0795828218
2076,MED12,0,0.497835498,0.4209952484,-0.0795827147
2077,MED12,0,0.318181818,0.5229704204,0.1438341576
2078,MED12,0,0.237012987,0.5229704204,0.1438339281
2114,MED12,0,0.116883117,0.400306191,0.0243604375
2115,MED12,0,0.096320346,0.400306191,0.0243604958
2120,MED12,0,0.78030303,0.6757332671,0.3100349339
2121,MED12,0,0.733766234,0.6757332671,0.3100347819
2126,MED12,0,0.221861472,0.2647798415,-0.0636350704
2127,MED12,0,0.17965368,0.2647798415,-0.0636353424
2129,MED12,0,0.096320346,0.2233679446,0.1184544279
2130,MED12,0,0.001082251,0.2233679446,0.1184542636
2133,MED12,0,0.168831169,0.3988094039,0.2748032189
2134,MED12,0,0.357142857,0.3988094039,0.2748030753
2139,MED12,1,0.841991342,0.5258941422,-0.0940833518
2140,MED12,0,0.747835498,0.5258941422,-0.0940834175
2142,MED12,0,0.271645022,0.404864241,-0.0487332724
2143,MED12,0,0.33982684,0.404864241,-0.0487331527
2173,MED12,0,0.163419913,0.3620344606,-0.0977816691
2174,MED12,0,0.154761905,0.3620344606,-0.0977815847
2176,MED12,0,0.383116883,0.4779222851,0.0195748117
2177,MED12,0,0.329004329,0.4779222851,0.0195751176
2192,MED12,0,0.744588745,0.5512214258,0.1985409419
2193,MED12,0,0.638528139,0.5512214258,0.1985411207
2200,MED12,0,0.409090909,0.614401902,-0.1063905728
2201,MED12,0,0.37987013,0.614401902,-0.106390631
2203,MED12,0,0.217532468,0.2045844417,0.1007702332
2204,MED12,0,0.181818182,0.2045844417,0.1007702335
2213,MED12,0,0.769480519,0.5749955243,0.0437489242
2214,MED12,1,0.806277056,0.5749955243,0.0437487963
2217,MED12,1,0.876623377,0.7498437872,0.4474841716
2218,MED12,1,0.897186147,0.7498437872,0.4474841413
2230,MED12,0,0.212121212,0.3385715167,0.1811139721
2231,MED12,0,0.20021645,0.3385715167,0.1811138418
2235,MED12,0,0.681818182,0.6194750409,0.1023512908
2236,MED12,0,0.543290043,0.6194750409,0.102351102
2237,MED12,0,0.265151515,0.3795352457,0.0354067776
2238,MED12,0,0.227272727,0.3795352457,0.0354069611
2241,MED12,0,0.595238095,0.6307300561,-0.0964811543
2242,MED12,0,0.598484848,0.6307300561,-0.0964812813
2244,MED12,0,0.601731602,0.3917322311,0.0932538143
2245,MED12,0,0.635281385,0.3917322311,0.0932538484
2250,MED12,0,0.307359307,0.3383525869,-0.1819831855
2251,MED12,0,0.314935065,0.3383525869,-0.1819831262
2253,MED12,0,0.373376623,0.4946938594,0.1480004356
2254,MED12,0,0.352813853,0.4946938594,0.1480003314
2257,MED12,0,0.321428571,0.3635201103,-0.1330830786
2258,MED12,0,0.293290043,0.3635201103,-0.1330829925
2262,MED12,0,0.771645022,0.6833559847,0.2192228039
2263,MED12,1,0.818181818,0.6833559847,0.2192227721
2266,MED12,1,0.816017316,0.6262012762,0.3263790693
2267,MED12,0,0.704545455,0.6262012762,0.3263791491
2269,MED12,0,0.043290043,0.2742747261,0.1413015475
2270,MED12,0,0.075757576,0.2742747261,0.1413016125
2271,MED12,0,0.465367965,0.489194876,-0.0380111609
2272,MED12,0,0.463203463,0.489194876,-0.038011213
2274,MED12,0,0.702380952,0.517702836,0.0948798907
2275,MED12,0,0.655844156,0.517702836,0.0948799072
2276,MED12,0,0.731601732,0.7445074855,0.3609178406
2277,MED12,1,0.833333333,0.7445074855,0.3609178782
2278,MED12,0,0.531385281,0.536766642,0.2582461769
2279,MED12,0,0.516233766,0.536766642,0.2582463972
2285,MED12,0,0.006493506,0.3431137281,-0.1056535063
2286,MED12,0,0.008658009,0.3431137281,-0.1056534892
2289,MED12,0,0.45021645,0.4415719276,-0.1225704775
2290,MED12,0,0.521645022,0.4415719276,-0.1225705255
2293,MED12,1,0.987012987,0.7725982001,0.6493372648
2294,MED12,1,0.983766234,0.7725982001,0.6493372681
2303,MED12,0,0.760822511,0.4832225289,0.2358677486
2304,MED12,0,0.775974026,0.4832225289,0.2358677457
2306,MED12,1,0.892857143,0.6592258311,0.3369423326
2307,MED12,1,0.869047619,0.6592258311,0.336942327
2313,MED12,0,0.161255411,0.1431996003,0.0865452575
2314,MED12,0,0.12987013,0.1431996003,0.0865454311
2318,MED12,0,0.779220779,0.5609793567,0.0045415212
2319,MED12,0,0.725108225,0.5609793567,0.0045412318
2326,MED12,0,0.623376623,0.6113904685,0.2352913366
2327,MED12,0,0.567099567,0.6113904685,0.2352913597
2331,MED12,0,0.619047619,0.5554379819,0.3239389448
2332,MED12,0,0.619047619,0.5554379819,0.3239389694
2333,MED12,1,0.890692641,0.6383517799,0.2571508089
2334,MED12,1,0.821428571,0.6383517799,0.2571506783
2338,MED12,0,0.364718615,0.4299515508,-0.0545320898
2339,MED12,0,0.553030303,0.4299515508,-0.0545319313
2342,MED12,0,0.773809524,0.6341406167,0.1552942563
2343,MED12,0,0.734848485,0.6341406167,0.1552942848
2344,MED12,0,0.227272727,0.4536081296,0.0379232538
2345,MED12,0,0.20995671,0.4536081296,0.0379231887
2354,MED12,1,0.935064935,0.6218267886,0.1687681917
2355,MED12,1,0.912337662,0.6218267886,0.168768161
2357,MED12,0,0.146103896,0.3719290838,0.0015567837
2358,MED12,0,0.143939394,0.3719290838,0.0015568936
2359,MED12,0,0.108225108,0.4378012109,0.040196439
2360,MED12,0,0.203463203,0.4378012109,0.0401964081
2375,MED12,0,0.029220779,0.3733946958,-0.0876239974
2376,MED12,0,0.035714286,0.3733946958,-0.0876238929
2378,MED12,0,0.07034632,0.1452385587,0.0275569981
2379,MED12,0,0.041125541,0.1452385587,0.0275570348
2398,MED12,0,0.220779221,0.3300926578,0.4811807906
2399,MED12,0,0.163419913,0.3300926578,0.4811811633
2404,MED12,0,0.757575758,0.5926932395,0.053388305
2405,MED12,0,0.745670996,0.5926932395,0.053388417
2409,MED12,0,0.081168831,0.134882643,0.0550929266
2410,MED12,0,0.068181818,0.134882643,0.0550930685
2412,MED12,0,0.192640693,0.4595972118,0.1771805207
2413,MED12,0,0.183982684,0.4595972118,0.177180531
2414,MED12,0,0.134199134,0.2354538994,-0.0415800112
2415,MED12,0,0.146103896,0.2354538994,-0.0415798765
2427,MED12,0,0.123376623,0.2515533764,0.1093627986
2428,MED12,0,0.090909091,0.2515533764,0.1093629008
2429,MED12,0,0.254329004,0.2554128916,0.0335049347
2430,MED12,0,0.194805195,0.2554128916,0.0335051005
2432,MED12,0,0.011904762,-0.0003986355,-0.1342429107
2433,MED12,0,0.010822511,-0.0003986355,-0.1342427417
2445,MED12,1,0.844155844,0.4284021258,0.2403455469
2446,MED12,1,0.854978355,0.4284021258,0.2403457004
2453,MED12,0,0.16991342,0.3113906551,0.1204497558
2454,MED12,0,0.153679654,0.3113906551,0.1204500011
2458,MED12,0,0.378787879,0.4665047193,0.1554778372
2459,MED12,0,0.334415584,0.4665047193,0.1554778184
2461,MED12,0,0.106060606,0.3033960747,-0.0027995317
2462,MED12,0,0.083333333,0.3033960747,-0.0027993652
2464,MED12,0,0.253246753,0.301130925,0.1707752847
2465,MED12,0,0.244588745,0.301130925,0.1707755057
2473,MED12,1,0.812770563,0.7481536821,0.1781471998
2474,MED12,0,0.791125541,0.7481536821,0.1781471906
2475,MED12,1,0.832251082,0.5621835051,0.4734163268
2476,MED12,1,0.878787879,0.5621835051,0.4734163847
2478,MED12,0,0.325757576,0.5251427732,0.173695251
2479,MED12,0,0.346320346,0.5251427732,0.1736953029
2480,MED12,0,0.406926407,0.5749760484,0.1213302956
2481,MED12,0,0.395021645,0.5749760484,0.1213302685
2485,MED12,0,0.666666667,0.615719129,0.2527467444
2486,MED12,0,0.67965368,0.615719129,0.2527468138
2495,MED12,0,0.686147186,0.6263427879,0.2924730437
2496,MED12,1,0.814935065,0.6263427879,0.2924730006
2498,MED12,1,0.888528139,0.5550968904,0.3188941572
2499,MED12,1,0.922077922,0.5550968904,0.3188941912
2501,MED12,0,0.12012987,0.2895360212,-0.02297817
2502,MED12,0,0.04978355,0.2895360212,-0.0229782186
2507,MED12,0,0.792207792,0.5537225129,0.2135829526
2508,MED12,1,0.850649351,0.5537225129,0.2135832536
2511,MED12,0,0.062770563,0.1277852362,0.2160986803
2512,MED12,0,0.074675325,0.1277852362,0.2160987726
2513,MED12,1,0.972943723,0.7566336627,0.5148153762
2514,MED12,1,0.945887446,0.7566336627,0.5148154098
2528,MED12,0,0.591991342,0.573906998,0.1116888641
2529,MED12,0,0.691558442,0.573906998,0.1116891243
2530,MED12,0,0.535714286,0.4508716805,0.1160401407
2531,MED12,0,0.343073593,0.4508716805,0.1160402665
2535,MED12,0,0.295454545,0.4092624026,0.0791815468
2536,MED12,0,0.300865801,0.4092624026,0.0791818601
2540,MED12,0,0.057359307,0.3665740382,0.0075103949
2541,MED12,0,0.044372294,0.3665740382,0.0075107795
2548,MED12,0,0.196969697,0.5231952268,0.0174422954
2549,MED12,0,0.29004329,0.5231952268,0.0174421074
2556,MED12,0,0.550865801,0.6396186622,0.0717395055
2557,MED12,0,0.524891775,0.6396186622,0.0717396642
2559,MED12,0,0.765151515,0.4956929716,0.0030042554
2560,MED12,0,0.703463203,0.4956929716,0.0030041231
2565,MED12,0,0.142857143,0.3120215059,0.2012913972
2566,MED12,0,0.135281385,0.3120215059,0.2012915878
2573,MED12,1,0.91017316,0.6733832218,0.4549955689
2574,MED12,1,0.936147186,0.6733832218,0.4549956336
2578,MED12,0,0.554112554,0.6698389798,0.0440016724
2579,MED12,0,0.547619048,0.6698389798,0.0440016356
2586,MED12,1,0.805194805,0.6289714934,0.5155438597
2587,MED12,1,0.876623377,0.6289714934,0.5155438846
2588,MED12,0,0.528138528,0.6563097558,0.2208578095
2589,MED12,0,0.616883117,0.6563097558,0.220857822
2605,MED12,1,0.852813853,0.7060582356,0.3877690161
2606,MED12,1,0.852813853,0.7060582356,0.3877689357
2607,MED12,0,0.248917749,0.5656818451,0.002918192
2608,MED12,0,0.222943723,0.5656818451,0.0029183037
2611,MED12,0,0.677489177,0.4164037038,0.265482309
2612,MED12,0,0.688311688,0.4164037038,0.26548245
2617,MED12,0,0.031385281,0.4542722821,0.4096517904
2618,MED12,0,0.05952381,0.4542722821,0.4096519216
2619,MED12,1,0.933982684,0.6311621987,0.4564075817
2620,MED12,1,0.996753247,0.6311621987,0.4564076852
2627,MED12,0,0.426406926,0.5168737155,0.2044604148
2628,MED12,0,0.420995671,0.5168737155,0.2044606034
2638,MED12,1,0.821428571,0.8019346159,0.4395567823
2639,MED12,1,0.832251082,0.8019346159,0.4395568159
2645,MED12,0,0.597402597,0.5102017165,0.3041035231
2646,MED12,0,0.536796537,0.5102017165,0.3041036909
2649,MED12,0,0.12987013,0.2377359838,-0.2137626452
2650,MED12,0,0.136363636,0.2377359838,-0.2137623271
2655,MED12,0,0.75974026,0.6936239822,0.230448845
2656,MED12,1,0.858225108,0.6936239822,0.2304486709
2659,MED12,0,0.638528139,0.6732081323,0.1048437936
2660,MED12,0,0.546536797,0.6732081323,0.1048436787
2663,MED12,0,0.367965368,0.5143364276,0.1343987659
2664,MED12,0,0.396103896,0.5143364276,0.1343985931
2668,MED12,0,0.655844156,0.7010537842,-0.0348775391
2669,MED12,0,0.715367965,0.7010537842,-0.0348775478
2672,MED12,0,0.442640693,0.6205282962,0.1428794435
2673,MED12,0,0.489177489,0.6205282962,0.1428793163
2674,MED12,1,0.834415584,0.7047197699,0.296371578
2675,MED12,0,0.75974026,0.7047197699,0.2963717247
2676,MED12,0,0.036796537,-0.0136376192,-0.1945628623
2677,MED12,0,0.056277056,-0.0136376192,-0.1945626937
2688,MED12,0,0.54004329,0.4834589156,0.032896591
2689,MED12,0,0.600649351,0.4834589156,0.0328969531
2691,MED12,0,0.147186147,0.2718336042,-0.0719751965
2692,MED12,0,0.079004329,0.2718336042,-0.0719750662
2702,MED12,0,0.603896104,0.6503394875,0.0032507198
2703,MED12,0,0.701298701,0.6503394875,0.0032510389
2707,MED12,0,0.704545455,0.678217073,0.1919660688
2708,MED12,0,0.727272727,0.678217073,0.1919660067
2728,MED12,0,0.398268398,0.5328052008,-0.0443622262
2729,MED12,0,0.36038961,0.5328052008,-0.0443619447
2735,MED12,0,0.785714286,0.6371494046,0.0709633764
2736,MED12,0,0.741341991,0.6371494046,0.0709635534
2737,MED12,0,0.596320346,0.5637400911,0.0319820031
2738,MED12,0,0.628787879,0.5637400911,0.0319822051
2739,MED12,0,0.717532468,0.6897871291,0.1414213822
2740,MED12,0,0.729437229,0.6897871291,0.1414216411
2747,MED12,0,0.475108225,0.5228932929,-0.2723740008
2748,MED12,0,0.561688312,0.5228932929,-0.2723736873
2750,MED12,0,0.185064935,0.4527516301,-0.042698661
2751,MED12,0,0.176406926,0.4527516301,-0.0426984604
2763,MED12,0,0.678571429,0.4542507486,-0.1781778362
2764,MED12,0,0.678571429,0.4542507486,-0.178177316
2767,MED12,0,0.097402597,0.1903438004,0.0304558393
2768,MED12,0,0.033549784,0.1903438004,0.0304560298
2772,MED12,0,0.582251082,0.6070617539,0.1195005083
2773,MED12,0,0.591991342,0.6070617539,0.1195006391
2778,MED12,0,0.393939394,0.5334171965,-0.0673734005
2779,MED12,0,0.428571429,0.5334171965,-0.0673730148
2781,MED12,0,0.533549784,0.6780350487,0.068789287
2782,MED12,0,0.646103896,0.6780350487,0.0687895432
2788,MED12,0,0.492424242,0.464246069,0.1857736122
2789,MED12,0,0.579004329,0.464246069,0.1857737641
2791,MED12,1,0.810606061,0.5565555347,0.1504239383
2792,MED12,0,0.767316017,0.5565555347,0.1504240386
2795,MED12,0,0.461038961,0.4746261832,0.2322148305
2796,MED12,0,0.61038961,0.4746261832,0.2322150495
2802,MED12,0,0.656926407,0.5169334231,0.1518942359
2803,MED12,0,0.677489177,0.5169334231,0.1518944272
2814,MED12,0,0.69047619,0.728915061,0.1755490785
2815,MED12,0,0.711038961,0.728915061,0.1755492822
2820,MED12,0,0.303030303,0.4315040445,0.3688844424
2821,MED12,0,0.340909091,0.4315040445,0.368884902
2836,MED12,0,0.173160173,0.5867820725,0.2826070578
2837,MED12,0,0.158008658,0.5867820725,0.2826073067
2838,MED12,1,0.939393939,0.7543545969,0.3981643018
2839,MED12,1,0.909090909,0.7543545969,0.3981643189
2842,MED12,1,0.850649351,0.5307594193,0.2785291989
2843,MED12,1,0.901515152,0.5307594193,0.2785293874
2845,MED12,0,0.287878788,0.6375038956,0.3031480841
2846,MED12,0,0.202380952,0.6375038956,0.3031482707
2847,MED12,0,0.37012987,0.5090098655,0.0495056283
2848,MED12,0,0.446969697,0.5090098655,0.0495058727
2856,MED12,1,0.87987013,0.7286065786,0.5097074006
2857,MED12,1,0.902597403,0.7286065786,0.5097075717
2860,MED12,0,0.588744589,0.6164420476,0.1620321732
2861,MED12,0,0.666666667,0.6164420476,0.1620322374
2865,MED12,0,0.098484848,0.3763263563,-0.0739556779
